0.0001,922359197.4
0.000101535,922359197.4
0.000103093,922359197.4
0.000104676,922359197.4
0.000106282,922359197.4
0.000107914,922359197.4
0.00010957,922359197.4
0.000111252,922359197.4
0.000112959,922359197.4
0.000114693,922359197.4
0.000116454,922359197.4
0.000118241,922359197.4
0.000120056,922359197.4
0.000121899,922359197.4
0.00012377,922359197.4
0.000125669,922359197.4
0.000127598,922359197.4
0.000129557,922359197.4
0.000131545,922359197.4
0.000133564,922359197.4
0.000135614,922359197.4
0.000137696,922359197.4
0.000139809,922359197.4
0.000141955,922359197.4
0.000144134,922359197.4
0.000146346,922359197.4
0.000148593,922359197.4
0.000150873,922359197.4
0.000153189,922359197.4
0.00015554,922359197.4
0.000157928,922359197.4
0.000160352,922359197.4
0.000162813,922359197.4
0.000165312,922359197.4
0.000167849,922359197.4
0.000170426,922359197.4
0.000173042,922359197.4
0.000175698,922359197.4
0.000178394,922359197.4
0.000181132,922359197.4
0.000183913,922359197.4
0.000186736,922359197.4
0.000189602,922359197.4
0.000192512,922359197.4
0.000195467,922359197.4
0.000198467,922359197.4
0.000201513,922359197.4
0.000204606,922359197.4
0.000207747,922359197.4
0.000210935,922359197.4
0.000214173,922359197.4
0.00021746,922359197.4
0.000220798,922359197.4
0.000224187,922359197.4
0.000227628,922359197.4
0.000231122,922359197.4
0.000234669,922359197.4
0.000238271,922359197.4
0.000241928,922359197.4
0.000245642,922359197.4
0.000249412,922359197.4
0.00025324,922359197.4
0.000257127,922359197.4
0.000261074,922359197.4
0.000265081,922359197.4
0.00026915,922359197.4
0.000273281,922359197.4
0.000277475,922359197.4
0.000281734,922359197.4
0.000286059,922359197.4
0.000290449,922359197.4
0.000294907,922359197.4
0.000299434,922359197.4
0.00030403,922359197.4
0.000308696,922359197.4
0.000313434,922359197.4
0.000318245,922359197.4
0.00032313,922359197.4
0.00032809,922359197.4
0.000333126,922359197.4
0.000338239,922359197.4
0.00034343,922359197.4
0.000348702,922359197.4
0.000354054,922359197.4
0.000359488,922359197.4
0.000365006,922359197.4
0.000370608,922359197.4
0.000376297,922359197.4
0.000382072,922359197.4
0.000387937,922359197.4
0.000393891,922359197.4
0.000399937,922359197.4
0.000406075,922359197.4
